Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:772(_arg)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:661(_exit_lexical_scope)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:425(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/identifiers.py:114(col_or_scalar)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3858(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:810(__array__)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tokenize.py:612(generate_tokens)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cache.py:70(_get_key)
       14    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:599(consolidate)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:453(ensure_dtype_can_hold_na)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:429(close)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:130(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:157(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/util/_decorators.py:214(_format_argument_list)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/roi.py:139(keys)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:639(_is_list_of_scalars)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:321(attrs)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2588(_set_mask_keras_history_checked)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/ops/common.py:74(get_op_result_name)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:218(_is_tensor)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:446(name)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/codecs.py:186(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2572(vararg_name)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:420(_connect_jump_to_finally_sections)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:4379(_values)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/function_wrappers.py:87(ret)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:3868(_clear_item_cache)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2547(annotation)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddControlInput}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2964(function_spec)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transpiler.py:146(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/roi.py:39(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:3207(_collective_all_reduce_multi_worker)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:310(__init__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/scipy/sparse/base.py:1205(isspmatrix)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:770(can_handle)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5305(switch_to_thread_local)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/options.py:271(<lambda>)
       14    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:342(flags)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1035(is_numeric_v_string_like)
       10    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py:54(__ne__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:277(set_params)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:719(forward)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:651(convert)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:306(<dictcomp>)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2543(default)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:688(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:11(should_extension_dispatch)
        8    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/options.py:105(set_fn)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:295(_class_escape)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1200(use_resource)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:66(visit_Return)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transpiler.py:286(_erase_arg_defaults)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:126(inferred_type)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:39(_assert_type)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:3834(_set_is_copy)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:635(__init__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/structured_function.py:71(_should_unpack)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:881(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:346(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1299(_infer_steps)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:1352(__len__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2857(parameters)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2560(is_pure)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:69(__init__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/numeric.py:2381(_array_equal_dispatcher)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2861(return_annotation)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/continue_statements.py:50(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transpiler.py:247(get_transformed_name)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/monitoring.py:472(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:462(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1516(unpack_x_y_sample_weight)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/structured_function.py:313(function)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:3321(_is_per_replica_instance)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:230(<genexpr>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:471(func_wrapper)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2323(convert_to_index_sliceable)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:467(functions_run_eagerly)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4917(_current_control_dependencies)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3412(seed)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:223(_Raise)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/ops/missing.py:140(dispatch_fill_zeros)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:549(new_cond_branch)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1060(_process_date_conversion)
        6    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:6318(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:117(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:944(scope_name)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:84(_infer_return_type)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:1449(name)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4630(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/missing.py:883(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:228(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:480(enter_section)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:344(dtype)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/platform/device_context.py:17(enclosing_tpu_context)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/codecs.py:331(getstate)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:158(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:4405(_get_engine_target)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/call_trees.py:82(to_ast)
       11    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:1903(structured_input_signature)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/traceable_stack.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:629(_get_key_for_call_stats)
